% Model,Untitled_plug_l_0.09_cap_l_0.9_u_a_5e-9_run_t_5880.mph
% Version,COMSOL 4.4.0.248
% Date,"Mar 10 2015, 11:21"
% Dimension,1
% Nodes,23521
% Expressions,1
% Description,Table graph
% ,
151.5,-3.092137309558641
151.75,-1.2595458408776983
152,0.39738965830329886
152.25,-0.5679314114129127
152.5,-4.226363083444564
152.75,-0.7477899303393735
153,3.5946213488057945
153.25,1.3856749985159873
153.5,-0.05525749744565341
153.75,1.1868605641404628
154,-1.3858670872263692
154.25,3.386696561413349
154.5,2.6407972535481665
154.75,0.1249629007298339
155,2.530364609044659
155.25,2.597350874291814
155.5,-0.044229997391401384
155.75,-0.13344267163930118
156,-0.3535756018307555
156.25,-0.5553973051527987
156.5,-1.1171524063625304
156.75,2.2638854954822833
157,-2.729353504330478
157.25,-3.1361034836492525
157.5,0.7880225422175434
157.75,1.0121108798282037
158,-1.2562127236587244
158.25,-2.532022958306316
158.5,-1.6322540852561866
158.75,1.9892889971785228
159,-0.6164321017263739
159.25,1.9785073881767883
159.5,0.23093443384912818
159.75,2.9262660089042956
160,-1.060979687899674
160.25,-1.2248026622494668
160.5,-6.2506428968184755
160.75,3.734429506611474
161,3.2329092207540477
161.25,-0.38904227487147974
161.5,1.9121739071676152
161.75,0.5295725865192226
162,2.0140529990858496
162.25,-0.3584646667808838
162.5,-1.5773154797349473
162.75,1.5593810940313675
163,-1.4018172897795436
163.25,-2.3255825180937713
163.5,-0.8053828793554991
163.75,2.505477477818253
164,1.4623948045567219
164.25,-0.7245663644302137
164.5,-2.946718468620029
164.75,2.3860212390841813
165,0.4151154178792324
165.25,-2.4140729932579115
165.5,2.40901301640756
165.75,1.004436014574806
166,-0.4590393393129197
166.25,3.409619819337233
166.5,0.5487728708505031
166.75,-2.9047121141500383
167,-1.3268596417311564
167.25,1.5471349262669714
167.5,0.6630970138296507
167.75,2.1091014871066216
168,0.2652995195780891
168.25,-2.894556473741184
168.5,-1.0529789207893765
168.75,-1.4591081408524356
169,-1.329723391608072
169.25,-1.8835525644435847
169.5,-2.703014669937692
169.75,0.19143796759027404
170,0.5398690790650955
170.25,0.6647752173685169
170.5,0.15601345804443123
170.75,-1.002718739212831
171,1.5989928169303629
171.25,1.0052252744955543
171.5,-1.8920250148604507
171.75,-0.6049398910322946
172,-0.29004248668169835
172.25,-3.4368571825474987
172.5,-0.9592227481309581
172.75,1.481446717616674
173,-2.3092624754967623
173.25,0.7984200227872698
173.5,1.8961007330969157
173.75,-1.764829415752698
174,1.6620672783900208
174.25,3.826136344891062
174.5,0.8716746854965075
174.75,-0.17688392702182887
175,-3.157419758825458
175.25,-2.956895159714115
175.5,-2.0134649240406812
175.75,1.4150861667395267
176,-1.9038036154581588
176.25,0.6250580304041435
176.5,-0.7895812890992874
176.75,-0.8465139105142919
177,-3.224496724743224
177.25,0.7294472561906142
177.5,-3.15911041872726
177.75,-2.01847656427352
178,-0.2893429439734344
178.25,1.8730941671032955
178.5,2.6089066053496572
178.75,0.5750153763177391
179,-4.285344868540591
179.25,-0.3299456073954618
179.5,-0.4896118180405425
179.75,-1.225964501409032
180,1.313958999518617
180.25,-2.314178353367746
180.5,0.17248662794721387
180.75,0.2545476682367009
181,0.7000101493336717
181.25,-0.7179649239656566
181.5,3.688870107923199
181.75,-0.32989521276407535
182,-0.9772953315028695
182.25,1.6542446889911862
182.5,-3.4625133160003245
182.75,-2.117992689591238
183,-0.3877809050588403
183.25,-2.7370102825552536
183.5,-1.3396627780859176
183.75,0.7760544827299646
184,-0.20613479472556023
184.25,-0.32942058157392845
184.5,0.5755972058297849
184.75,1.1637484029813387
185,-4.598656177349098
185.25,-0.3478071497031202
185.5,1.2089139469593637
185.75,-2.451142412007952
186,-0.5267107247742936
186.25,1.1320917341302725
186.5,-1.1214260777198977
186.75,0.6913499815691552
187,-1.3003160848801973
187.25,-2.3289565620100303
187.5,-0.34506359124793196
187.75,0.13043124073897838
188,-1.2080838142927834
188.25,-0.3921316065282949
188.5,2.874322285474324
188.75,0.01818054756570161
189,-0.08456753897191818
189.25,-3.077537829386247
189.5,0.7663560192795577
189.75,0.5290365838096269
190,-0.8246692222136651
190.25,1.307632247598996
190.5,2.8832487392082946
190.75,0.9171393383882726
191,1.6533022961291934
191.25,0.8827972581982856
191.5,0.6122137621961975
191.75,2.2696705377963298
192,2.653783843634764
192.25,4.411659126169987
192.5,2.1470926275105158
192.75,1.0229181343377565
193,-1.5071299663010227
193.25,0.2873424695286761
193.5,-1.5650371438564268
193.75,-4.925120327320581
194,1.795996320789197
194.25,3.204108335709497
194.5,1.5202693526627569
194.75,-1.4933441777567555
195,-2.6196694317311375
195.25,3.7651846198196286
195.5,-0.5258500946587236
195.75,4.371061851318785
196,2.654568476491856
196.25,-0.15739672227124746
196.5,-4.650104994808765
196.75,2.948915676453216
197,-2.46748360493433
197.25,-0.04177820439929827
197.5,-2.5609968256293123
197.75,-2.182069483382475
198,-2.472262787973398
198.25,2.111007348417722
198.5,-2.899466159024519
198.75,-1.697847245442624
199,-1.8964392679297166
199.25,-1.8602962468380193
199.5,-0.5318207988758175
199.75,0.7330703285442802
200,-0.6251258019079766
200.25,-0.49606419921132505
200.5,-1.4110959538379655
200.75,-1.2226750558199462
201,0.8891639255553248
201.25,2.1952030287441007
201.5,0.5586232557360608
201.75,2.4337286661090927
202,0.9322358348557288
202.25,1.9758918231416822
202.5,1.1872866505630892
202.75,-2.0066202989500668
203,1.4353004175712047
203.25,-0.3330644646726348
203.5,-3.8678999872345443
203.75,-2.332920236082408
204,1.2676329780929247
204.25,-0.0014838875746391376
204.5,-1.404978282067248
204.75,-1.1868710949773842
205,0.17669332270506635
205.25,-0.16940063698426014
205.5,-3.0410207531348834
205.75,-3.7377905219567644
206,3.3252539199151756
206.25,0.08689195381529558
206.5,-0.350904828937989
206.75,-1.1912485778660273
207,-0.9204369307933767
207.25,1.2828941472317428
207.5,-0.8595871931237222
207.75,3.0746187503632014
208,-2.057878052776094
208.25,-3.484108297250579
208.5,2.241854032712754
208.75,-1.86611789035788
209,-2.125668626668848
209.25,2.440074350550046
209.5,-0.6620339476847766
209.75,2.006142649643175
210,-0.20577618049461163
210.25,1.8952417000907065
210.5,1.5075247836336954
210.75,-0.15152303029916028
211,1.2666861030952703
211.25,-2.4702533486026685
211.5,-2.2542456192398492
211.75,0.029206317546159946
212,-2.4834345028885005
212.25,0.2999603337659965
212.5,-1.030070263251233
212.75,-1.1056665943938004
213,-0.4679170891474413
213.25,1.2829937137936693
213.5,-0.04486721890180279
213.75,3.5162570437940692
214,0.4979487936369875
214.25,-2.741637818243197
214.5,2.308323995589025
214.75,-1.5836108944185758
215,0.5485714726799815
215.25,2.7084415597782905
215.5,-0.9285174248207284
215.75,-0.6181440223405753
216,0.41649442308858914
216.25,0.9613616462892887
216.5,1.1098704274181417
216.75,0.5247360364703009
217,-1.555631516900141
217.25,0.01538026849384841
217.5,2.507423241641225
217.75,1.9824946337521847
218,-0.12992629651227378
218.25,-4.181885403172858
218.5,-1.5884842239649242
218.75,0.5428205762435073
219,0.9171747664260866
219.25,-2.053327366118585
219.5,-1.014508523808052
219.75,2.8751589177687613
220,2.3968741744954283
220.25,-2.078120535303895
220.5,-0.09358396702800856
220.75,0.9143803593762444
221,4.182588319058226
221.25,1.4796380571359815
221.5,-2.9282381768947827
221.75,-3.632904391084056
222,-1.8889928318865714
222.25,-0.6633292369825907
222.5,-0.07256500926306793
222.75,-3.317209725469288
223,-0.661946863196047
223.25,2.407801402588916
223.5,1.8225524007678855
223.75,-1.8052667343044544
224,0.18144999456505537
224.25,2.5645478824574695
224.5,1.614795584534926
224.75,-3.8906301672289723
225,-1.5220578474878066
225.25,-0.7328141823490815
225.5,2.1381439776080997
225.75,1.1467001707546538
226,-3.4985113035337285
226.25,0.3084220115809951
226.5,-1.1042597058343029
226.75,1.9975731857264605
227,-1.0829926088597732
227.25,-1.1524339297465938
227.5,-1.168132454645725
227.75,-0.6034607793688944
228,-0.28422688798641643
228.25,-1.8252310183425162
228.5,-1.2725514869504708
228.75,-1.1599124517215937
229,2.9503950562699255
229.25,-3.076543943549104
229.5,-0.7293244994596192
229.75,-0.4507390520714793
230,-0.03336165915873431
230.25,-0.19513587803849924
230.5,2.246670528877873
230.75,-3.002378302048498
231,2.9679654335976413
231.25,0.07863861405198747
231.5,-1.948515796564625
231.75,3.833922945010115
232,1.4648775880783367
232.25,-0.4642238725527186
232.5,1.800389072928488
232.75,0.5612308431905544
233,1.6177417080060879
233.25,-1.171556365791646
233.5,-2.3936843614104366
233.75,1.1167150105211918
234,-0.6908095068846829
234.25,3.1379683095594415
234.5,2.4804066482792293
234.75,-2.4419514414183316
235,-0.6554537197500506
235.25,-1.8488921185271925
235.5,-0.20982864584062283
235.75,-1.144949629962858
236,1.5881781394541596
236.25,-0.8216923636865637
236.5,1.6560739693553952
236.75,-2.2615262446562983
237,-0.9844982317512585
237.25,0.0769205142983544
237.5,-0.547701240774093
237.75,-3.1733323506920974
238,-0.32510244483172296
238.25,-2.355755311059544
238.5,0.8018856418194655
238.75,-1.5778279390692047
239,0.8141275612218758
239.25,-1.091144467821032
239.5,0.9175109431561755
239.75,1.0260234094462706
240,-3.440685632534158
240.25,1.5857713916639347
240.5,1.7014520831098436
240.75,-1.776348836828284
241,1.7175692803063425
241.25,0.06721747954178055
241.5,-0.8557020121479681
241.75,0.8400152005737117
242,-2.4822576918226873
242.25,1.823323503191429
242.5,-2.5604675462597077
242.75,-0.5020389356901122
243,1.318510471689254
243.25,0.6754496549814626
243.5,1.1326492509579553
243.75,2.265361203446997
244,-1.5829886317538289
244.25,0.912275462778053
244.5,2.865611275032902
244.75,-2.119471691615801
245,-0.762714169093062
245.25,1.541169154302087
245.5,-2.318394391416714
245.75,-1.9955671770797234
246,-3.561742776288345
246.25,1.5878051111009888
246.5,-1.28511480714424
246.75,0.4116756674540002
247,-1.7255912538580596
247.25,0.5677952894177776
247.5,1.7418223469995084
247.75,0.36746532743058774
248,-0.9067625835855205
248.25,1.6255174258155407
248.5,3.290046546571148
248.75,5.180995377201708
249,-5.419215933366588
249.25,0.8481910993676816
249.5,-1.4486438421666095
249.75,-3.204391037991597
250,2.839286070541105
250.25,0.3526895524184279
250.5,-0.29690189070606765
250.75,0.5275641777876445
251,-0.02250333632846261
251.25,-0.5861696235609689
251.5,1.0569465670907219
251.75,-0.336777229166088
252,-0.07132280874245393
252.25,0.4116521270298678
252.5,2.356455382149901
252.75,1.6424778482077225
253,-1.9905082518679893
253.25,-3.9009488347927044
253.5,3.2315301481687313
253.75,1.52337226203636
254,-0.6746470954733924
254.25,0.11946646748322375
254.5,1.902450831604979
254.75,3.1973893216143643
255,0.7034088713865106
255.25,-2.8966617357965245
255.5,2.692580607426936
255.75,1.3115594911485446
256,-0.7368356802034443
256.25,1.8176110456886254
256.5,-3.2635560350234813
256.75,-2.044420831371575
257,1.9949298799312436
257.25,-2.3374192846811734
257.5,0.4226432663874124
257.75,-2.499979035716603
258,-0.010952150098998196
258.25,-1.0414815575865914
258.5,2.908789795550934
258.75,-1.0793185885982057
259,0.273214349791394
259.25,-0.6104419264346979
259.5,-1.8489669685924763
259.75,0.8068969991259124
260,1.8431673443545968
260.25,1.7251753664631062
260.5,1.04627808806798
260.75,0.47120653675099433
261,1.6383927049948195
261.25,-3.6390985058732706
261.5,1.2195717736220928
261.75,-0.7198148278351106
262,1.9076120355519244
